tempo,PWM,RPM
10.329,99.112,1410.0
10.339,114.747,1380.0
10.349,99.146,1410.0
10.359,114.781,1380.0
10.369,114.849,1380.0
10.379,99.248,1410.0
10.389,99.214,1410.0
10.399,99.18,1410.0
10.409,114.815,1380.0
10.419,99.214,1410.0
10.429,99.18,1410.0
10.439,114.815,1380.0
10.449,99.214,1410.0
10.459,114.849,1380.0
10.469,99.248,1410.0
10.479,114.883,1380.0
10.489,99.282,1410.0
10.499,99.248,1410.0
10.509,99.214,1410.0
10.519,114.849,1380.0
10.529,114.917,1380.0
10.54,99.316,1410.0
10.549,99.282,1410.0
10.559,114.917,1380.0
10.569,99.316,1410.0
10.579,114.951,1380.0
10.589,99.35,1410.0
10.599,99.316,1410.0
10.609,114.951,1380.0
10.619,99.35,1410.0
10.629,114.985,1380.0
10.639,99.384,1410.0
10.649,99.35,1410.0
10.659,114.985,1380.0
10.669,99.384,1410.0
10.679,99.35,1410.0
10.689,114.985,1380.0
10.699,115.053,1380.0
10.71,99.452,1410.0
10.719,99.418,1410.0
10.729,99.384,1410.0
10.739,115.019,1380.0
10.749,99.418,1410.0
10.759,99.384,1410.0
10.769,115.019,1380.0
10.779,99.418,1410.0
10.789,115.053,1380.0
10.799,99.452,1410.0
10.809,99.418,1410.0
10.819,115.053,1380.0
10.829,99.452,1410.0
10.839,99.418,1410.0
10.849,115.053,1380.0
10.859,99.452,1410.0
10.869,99.418,1410.0
10.88,115.053,1380.0
10.889,99.452,1410.0
10.899,99.418,1410.0
10.909,115.053,1380.0
10.919,99.452,1410.0
10.929,99.418,1410.0
10.939,115.053,1380.0
10.949,99.452,1410.0
10.959,115.087,1380.0
10.969,99.486,1410.0
10.979,99.452,1410.0
10.989,115.087,1380.0
10.999,99.486,1410.0
11.009,99.452,1410.0
11.019,99.418,1410.0
11.029,99.384,1410.0
11.039,115.019,1380.0
11.319,99.554,1410.0
11.329,115.189,1380.0
11.339,99.588,1410.0
11.35,99.554,1410.0
11.359,99.52,1410.0
11.369,115.155,1380.0
11.379,99.554,1410.0
11.389,115.189,1380.0
11.399,99.588,1410.0
11.409,99.554,1410.0
11.419,99.52,1410.0
11.429,115.155,1380.0
11.439,99.554,1410.0
11.449,115.189,1380.0
11.459,99.588,1410.0
11.469,99.554,1410.0
11.479,115.189,1380.0
11.489,99.588,1410.0
11.499,99.554,1410.0
11.509,99.52,1410.0
11.52,115.155,1380.0
11.529,99.554,1410.0
11.539,115.189,1380.0
11.549,99.588,1410.0
11.559,115.223,1380.0
11.569,99.622,1410.0
11.579,99.588,1410.0
11.589,99.554,1410.0
11.599,115.189,1380.0
11.609,99.588,1410.0
11.619,115.223,1380.0
11.629,99.622,1410.0
11.639,99.588,1410.0
11.649,115.223,1380.0
11.659,99.622,1410.0
11.669,99.588,1410.0
11.679,115.223,1380.0
11.689,99.623,1410.0
11.699,99.589,1410.0
11.709,115.224,1380.0
11.719,99.623,1410.0
11.729,115.258,1380.0
11.739,99.657,1410.0
11.749,99.623,1410.0
11.759,99.589,1410.0
11.769,115.224,1380.0
11.779,99.623,1410.0
11.789,115.258,1380.0
11.799,99.657,1410.0
11.809,99.623,1410.0
11.82,115.258,1380.0
11.829,99.657,1410.0
11.839,115.292,1380.0
11.849,99.691,1410.0
11.859,99.657,1410.0
11.869,99.623,1410.0
11.879,115.258,1380.0
11.889,99.657,1410.0
11.899,99.623,1410.0
11.909,115.258,1380.0
11.919,115.326,1380.0
11.929,99.725,1410.0
11.939,84.022,1440.0
11.949,115.224,1380.0
11.959,99.623,1410.0
11.969,115.258,1380.0
11.979,99.657,1410.0
11.99,99.623,1410.0
11.999,115.258,1380.0
12.009,99.657,1410.0
12.019,115.292,1380.0
12.029,99.691,1410.0
12.039,83.988,1440.0
12.049,115.19,1380.0
12.059,115.258,1380.0
12.069,99.657,1410.0
12.079,99.623,1410.0
12.089,115.258,1380.0
12.099,99.657,1410.0
12.109,99.623,1410.0
12.119,99.589,1410.0
12.129,115.224,1380.0
12.139,99.623,1410.0
12.149,115.258,1380.0
12.16,99.657,1410.0
12.169,99.623,1410.0
12.179,99.589,1410.0
12.189,115.224,1380.0
12.199,99.623,1410.0
12.209,99.589,1410.0
12.219,115.224,1380.0
12.229,99.623,1410.0
12.239,99.589,1410.0
12.249,115.224,1380.0
12.259,99.623,1410.0
12.269,99.589,1410.0
12.279,115.224,1380.0
12.289,99.623,1410.0
12.299,99.589,1410.0
12.309,115.224,1380.0
12.319,99.623,1410.0
12.329,99.589,1410.0
12.339,115.224,1380.0
12.349,99.623,1410.0
12.359,115.258,1380.0
12.369,99.657,1410.0
12.379,99.623,1410.0
12.389,99.589,1410.0
12.399,115.224,1380.0
12.409,99.623,1410.0
12.419,115.258,1380.0
12.429,99.657,1410.0
12.439,99.623,1410.0
12.449,99.589,1410.0
12.46,115.224,1380.0
12.469,99.623,1410.0
12.479,115.258,1380.0
12.489,99.657,1410.0
12.499,99.623,1410.0
12.509,115.258,1380.0
12.519,99.657,1410.0
12.529,115.292,1380.0
12.539,99.691,1410.0
12.549,99.657,1410.0
12.559,99.623,1410.0
12.569,115.258,1380.0
12.579,99.657,1410.0
12.589,115.292,1380.0
12.599,99.691,1410.0
12.609,99.657,1410.0
12.619,115.292,1380.0
12.63,99.691,1410.0
12.639,99.657,1410.0
12.649,99.623,1410.0
12.659,115.258,1380.0
12.669,99.657,1410.0
12.679,115.292,1380.0
12.689,99.691,1410.0
12.699,99.657,1410.0
12.709,115.292,1380.0
12.719,99.691,1410.0
12.729,99.657,1410.0
12.739,115.292,1380.0
12.749,99.691,1410.0
12.759,99.657,1410.0
12.769,115.292,1380.0
12.779,99.691,1410.0
12.789,99.657,1410.0
12.8,99.623,1410.0
12.809,115.258,1380.0
12.819,99.657,1410.0
12.829,115.292,1380.0
12.839,99.691,1410.0
12.849,99.657,1410.0
12.859,99.623,1410.0
12.869,115.258,1380.0
12.879,99.657,1410.0
12.889,99.623,1410.0
12.899,115.258,1380.0
12.909,99.657,1410.0
12.919,115.292,1380.0
12.929,99.691,1410.0
12.939,99.657,1410.0
12.949,99.623,1410.0
12.959,115.258,1380.0
12.969,99.657,1410.0
12.979,99.623,1410.0
12.989,115.258,1380.0
12.999,99.657,1410.0
13.009,115.292,1380.0
13.019,99.691,1410.0
13.029,99.657,1410.0
13.039,115.292,1380.0
13.049,99.691,1410.0
13.059,99.657,1410.0
13.069,99.623,1410.0
13.079,115.258,1380.0
13.089,115.326,1380.0
13.1,99.725,1410.0
13.109,99.691,1410.0
13.119,115.326,1380.0
13.129,99.725,1410.0
13.139,99.691,1410.0
13.149,99.657,1410.0
13.159,115.292,1380.0
13.169,99.691,1410.0
13.179,115.326,1380.0
13.189,99.725,1410.0
13.199,99.691,1410.0
13.209,115.326,1380.0
13.219,99.725,1410.0
13.229,99.691,1410.0
13.239,115.326,1380.0
13.249,99.725,1410.0
13.259,99.691,1410.0
13.27,115.326,1380.0
13.279,99.725,1410.0
13.289,99.691,1410.0
13.299,115.326,1380.0
13.309,99.725,1410.0
13.599,115.292,1380.0
13.609,99.691,1410.0
13.619,99.657,1410.0
13.629,115.292,1380.0
13.639,99.691,1410.0
13.649,99.657,1410.0
13.659,99.623,1410.0
13.669,99.589,1410.0
13.679,115.224,1380.0
13.689,115.292,1380.0
13.699,99.691,1410.0
13.709,99.657,1410.0
13.719,115.292,1380.0
13.729,99.691,1410.0
13.74,99.657,1410.0
13.749,115.292,1380.0
13.759,99.691,1410.0
13.769,99.657,1410.0
13.779,115.292,1380.0
13.789,99.691,1410.0
13.799,115.326,1380.0
13.809,99.725,1410.0
13.819,99.691,1410.0
13.829,99.657,1410.0
13.839,115.292,1380.0
13.849,115.36,1380.0
13.859,99.759,1410.0
13.869,99.725,1410.0
13.879,115.36,1380.0
13.889,99.759,1410.0
13.899,99.725,1410.0
13.91,99.691,1410.0
13.919,115.326,1380.0
13.929,99.725,1410.0
13.939,115.36,1380.0
13.949,99.759,1410.0
13.959,99.725,1410.0
13.969,115.36,1380.0
13.979,99.759,1410.0
13.989,99.725,1410.0
13.999,99.691,1410.0
14.009,115.326,1380.0
14.019,99.725,1410.0
14.029,115.36,1380.0
14.039,99.759,1410.0
14.049,99.725,1410.0
14.059,115.36,1380.0
14.069,99.759,1410.0
14.08,99.725,1410.0
14.089,99.691,1410.0
14.099,115.326,1380.0
14.109,115.394,1380.0
14.119,99.793,1410.0
14.129,99.759,1410.0
14.139,99.725,1410.0
14.149,115.36,1380.0
14.159,99.759,1410.0
14.169,99.725,1410.0
14.179,99.691,1410.0
14.189,115.326,1380.0
14.199,99.725,1410.0
14.209,115.36,1380.0
14.219,99.759,1410.0
14.229,99.725,1410.0
14.239,115.36,1380.0
14.249,99.759,1410.0
14.259,84.056,1440.0
14.269,115.258,1380.0
14.279,115.326,1380.0
14.289,99.725,1410.0
14.299,115.36,1380.0
14.309,99.759,1410.0
14.319,99.725,1410.0
14.329,99.691,1410.0
14.339,99.657,1410.0
14.349,115.292,1380.0
14.359,99.691,1410.0
14.369,115.326,1380.0
14.38,99.725,1410.0
14.389,115.36,1380.0
14.399,115.428,1380.0
14.409,99.827,1410.0
14.419,99.793,1410.0
14.429,115.428,1380.0
14.439,99.827,1410.0
14.449,115.462,1380.0
14.459,99.861,1410.0
14.469,115.496,1380.0
14.479,115.564,1380.0
14.489,99.963,1410.0
14.499,99.929,1410.0
14.509,99.895,1410.0
14.519,115.53,1380.0
14.529,99.929,1410.0
14.539,115.564,1380.0
14.55,99.963,1410.0
14.559,99.929,1410.0
14.569,99.895,1410.0
14.579,115.53,1380.0
14.589,99.929,1410.0
14.599,99.895,1410.0
14.609,99.861,1410.0
14.619,115.496,1380.0
14.629,115.564,1380.0
14.639,99.963,1410.0
14.649,99.929,1410.0
14.659,99.895,1410.0
14.669,99.861,1410.0
14.679,115.496,1380.0
14.689,99.895,1410.0
14.699,99.861,1410.0
14.709,115.496,1380.0
14.72,99.895,1410.0
14.729,115.53,1380.0
14.739,99.929,1410.0
14.749,99.895,1410.0
14.759,115.53,1380.0
14.769,99.929,1410.0
14.779,99.895,1410.0
14.789,99.861,1410.0
14.799,115.496,1380.0
14.809,99.895,1410.0
14.819,115.53,1380.0
14.829,99.929,1410.0
14.839,115.564,1380.0
14.849,99.963,1410.0
14.859,99.929,1410.0
14.869,99.895,1410.0
14.879,115.53,1380.0
14.889,99.929,1410.0
14.899,115.564,1380.0
14.909,99.963,1410.0
14.919,115.598,1380.0
14.929,99.997,1410.0
14.939,99.963,1410.0
14.949,115.598,1380.0
14.959,99.997,1410.0
14.969,115.632,1380.0
14.979,100.031,1410.0
14.989,115.666,1380.0
14.999,100.065,1410.0
15.009,100.031,1410.0
15.02,115.666,1380.0
15.029,100.065,1410.0
15.039,100.031,1410.0
15.049,115.666,1380.0
15.059,100.065,1410.0
15.069,115.7,1380.0
15.079,100.099,1410.0
15.089,115.734,1380.0
15.099,100.133,1410.0
15.109,100.099,1410.0
15.119,100.065,1410.0
15.129,115.7,1380.0
15.139,100.099,1410.0
15.149,100.065,1410.0
15.159,115.7,1380.0
15.169,100.099,1410.0
15.179,115.734,1380.0
15.19,100.133,1410.0
15.199,100.099,1410.0
15.209,100.065,1410.0
15.219,115.7,1380.0
15.229,115.768,1380.0
15.239,100.167,1410.0
15.249,100.133,1410.0
15.259,115.768,1380.0
15.269,100.167,1410.0
15.279,100.133,1410.0
15.289,100.099,1410.0
15.299,115.734,1380.0
15.309,100.133,1410.0
15.319,115.768,1380.0
15.329,100.167,1410.0
15.339,100.133,1410.0
15.349,115.768,1380.0
15.36,100.167,1410.0
15.369,100.133,1410.0
15.379,100.099,1410.0
15.389,115.734,1380.0
15.399,115.802,1380.0
15.409,100.201,1410.0
15.419,100.167,1410.0
15.429,100.133,1410.0
15.439,115.768,1380.0
15.449,100.167,1410.0
15.459,100.133,1410.0
15.469,115.768,1380.0
15.479,100.167,1410.0
15.489,115.802,1380.0
15.499,100.201,1410.0
15.509,100.167,1410.0
15.519,115.802,1380.0
15.529,100.201,1410.0
15.539,100.167,1410.0
15.549,115.802,1380.0
15.559,100.201,1410.0
15.569,100.167,1410.0
15.579,115.802,1380.0
15.589,100.201,1410.0
15.879,100.202,1410.0
15.889,100.168,1410.0
15.899,115.803,1380.0
15.909,100.202,1410.0
15.919,115.837,1380.0
15.929,100.236,1410.0
15.939,100.202,1410.0
15.949,115.837,1380.0
15.959,100.236,1410.0
15.969,100.202,1410.0
15.979,100.168,1410.0
15.989,115.803,1380.0
16.0,100.202,1410.0
16.009,100.168,1410.0
16.019,115.803,1380.0
16.029,100.202,1410.0
16.039,100.168,1410.0
16.049,100.134,1410.0
16.059,115.769,1380.0
16.069,100.168,1410.0
16.079,115.803,1380.0
16.089,100.202,1410.0
16.099,100.168,1410.0
16.109,115.803,1380.0
16.119,100.202,1410.0
16.129,100.168,1410.0
16.139,100.134,1410.0
16.149,115.769,1380.0
16.159,100.168,1410.0
16.169,115.803,1380.0
16.179,100.202,1410.0
16.189,100.168,1410.0
16.199,115.803,1380.0
16.209,100.202,1410.0
16.219,100.168,1410.0
16.229,100.134,1410.0
16.239,115.769,1380.0
16.249,115.837,1380.0
16.259,100.236,1410.0
16.269,100.202,1410.0
16.279,100.168,1410.0
16.289,115.803,1380.0
16.3,100.202,1410.0
16.309,100.168,1410.0
16.319,100.134,1410.0
16.329,115.769,1380.0
16.339,115.837,1380.0
16.349,100.236,1410.0
16.359,100.202,1410.0
16.369,115.837,1380.0
16.379,100.236,1410.0
16.389,100.202,1410.0
16.399,100.168,1410.0
16.409,115.803,1380.0
16.419,100.202,1410.0
16.429,115.837,1380.0
16.439,100.236,1410.0
16.449,100.202,1410.0
16.459,115.837,1380.0
16.47,100.236,1410.0
16.479,100.202,1410.0
16.489,100.168,1410.0
16.499,115.803,1380.0
16.509,100.202,1410.0
16.519,100.168,1410.0
16.529,115.803,1380.0
16.539,100.202,1410.0
16.549,115.837,1380.0
16.559,100.236,1410.0
16.569,100.202,1410.0
16.579,100.168,1410.0
16.589,100.134,1410.0
16.599,115.769,1380.0
16.609,100.168,1410.0
16.619,115.803,1380.0
16.629,100.202,1410.0
16.64,100.168,1410.0
16.649,100.134,1410.0
16.659,115.769,1380.0
16.669,100.168,1410.0
16.679,100.134,1410.0
16.689,115.769,1380.0
16.699,100.168,1410.0
16.709,100.134,1410.0
16.719,115.769,1380.0
16.729,100.168,1410.0
16.739,100.134,1410.0
16.749,100.1,1410.0
16.759,115.735,1380.0
16.769,100.134,1410.0
16.779,115.769,1380.0
16.789,100.168,1410.0
16.799,100.134,1410.0
16.809,115.769,1380.0
16.819,100.168,1410.0
16.829,100.134,1410.0
16.839,100.1,1410.0
16.849,115.735,1380.0
16.859,100.134,1410.0
16.869,115.769,1380.0
16.879,100.168,1410.0
16.889,115.803,1380.0
16.899,100.202,1410.0
16.909,100.168,1410.0
16.919,100.134,1410.0
16.929,100.1,1410.0
16.94,115.735,1380.0
16.949,115.803,1380.0
16.959,100.202,1410.0
16.969,115.837,1380.0
16.979,100.236,1410.0
16.989,100.202,1410.0
16.999,100.168,1410.0
17.009,100.134,1410.0
17.019,115.769,1380.0
17.029,115.837,1380.0
17.039,100.236,1410.0
17.049,100.202,1410.0
17.059,115.837,1380.0
17.069,100.236,1410.0
17.079,100.202,1410.0
17.089,100.168,1410.0
17.099,100.134,1410.0
17.11,115.769,1380.0
17.119,115.837,1380.0
17.129,100.236,1410.0
17.139,100.202,1410.0
17.149,115.837,1380.0
17.159,100.236,1410.0
17.169,100.202,1410.0
17.179,100.168,1410.0
17.189,115.803,1380.0
17.199,100.202,1410.0
17.209,100.168,1410.0
17.219,115.803,1380.0
17.229,100.202,1410.0
17.239,115.837,1380.0
17.249,100.236,1410.0
17.259,84.533,1440.0
17.269,115.735,1380.0
17.28,115.803,1380.0
17.289,100.202,1410.0
17.299,100.168,1410.0
17.309,115.803,1380.0
17.319,100.202,1410.0
17.329,100.168,1410.0
17.339,100.134,1410.0
17.349,100.1,1410.0
17.359,115.735,1380.0
17.369,100.134,1410.0
17.379,115.769,1380.0
17.389,100.168,1410.0
17.399,100.134,1410.0
17.409,115.769,1380.0
17.419,100.168,1410.0
17.429,100.134,1410.0
17.439,100.1,1410.0
17.449,115.735,1380.0
17.459,115.803,1380.0
17.469,100.202,1410.0
17.479,100.168,1410.0
17.489,115.803,1380.0
17.499,100.202,1410.0
17.509,100.168,1410.0
17.519,115.803,1380.0
17.529,100.202,1410.0
17.539,115.837,1380.0
17.549,100.236,1410.0
17.559,100.202,1410.0
17.569,115.837,1380.0
17.58,100.236,1410.0
17.589,100.202,1410.0
17.599,100.168,1410.0
17.609,115.803,1380.0
17.619,100.202,1410.0
17.629,115.837,1380.0
17.639,100.236,1410.0
17.649,115.871,1380.0
17.659,100.27,1410.0
17.669,100.236,1410.0
17.679,115.871,1380.0
17.689,100.27,1410.0
17.699,100.236,1410.0
17.709,115.871,1380.0
17.719,100.27,1410.0
17.729,100.236,1410.0
17.739,115.871,1380.0
17.75,100.27,1410.0
17.759,115.905,1380.0
17.769,100.304,1410.0
17.779,100.27,1410.0
17.789,100.236,1410.0
17.799,115.871,1380.0
17.809,115.939,1380.0
17.819,100.338,1410.0
17.829,100.304,1410.0
17.839,100.27,1410.0
17.849,115.905,1380.0
17.859,100.304,1410.0
17.869,100.27,1410.0
18.159,116.007,1380.0
18.169,100.406,1410.0
18.179,100.372,1410.0
18.189,100.338,1410.0
18.199,115.973,1380.0
18.209,116.041,1380.0
18.22,100.44,1410.0
18.229,100.406,1410.0
18.239,116.041,1380.0
18.249,100.44,1410.0
18.259,100.406,1410.0
18.269,100.372,1410.0
18.279,100.338,1410.0
18.289,115.973,1380.0
18.299,116.041,1380.0
18.309,100.44,1410.0
18.319,116.075,1380.0
18.329,100.474,1410.0
18.339,100.44,1410.0
18.349,100.406,1410.0
18.359,100.372,1410.0
18.369,116.007,1380.0
18.379,100.406,1410.0
18.39,116.041,1380.0
18.399,100.44,1410.0
18.409,100.406,1410.0
18.419,116.041,1380.0
18.429,100.44,1410.0
18.439,100.406,1410.0
18.449,116.041,1380.0
18.459,100.44,1410.0
18.469,116.075,1380.0
18.479,100.474,1410.0
18.489,100.44,1410.0
18.499,116.075,1380.0
18.509,100.474,1410.0
18.519,100.44,1410.0
18.529,100.406,1410.0
18.539,100.372,1410.0
18.549,116.007,1380.0
18.56,116.075,1380.0
18.569,100.474,1410.0
18.579,100.44,1410.0
18.589,100.406,1410.0
18.599,100.372,1410.0
18.609,116.007,1380.0
18.619,100.406,1410.0
18.629,100.372,1410.0
18.639,116.007,1380.0
18.649,100.406,1410.0
18.659,116.041,1380.0
18.669,100.44,1410.0
18.679,100.406,1410.0
18.689,100.372,1410.0
18.699,100.338,1410.0
18.709,115.973,1380.0
18.719,100.372,1410.0
18.729,116.007,1380.0
18.739,100.406,1410.0
18.749,100.372,1410.0
18.759,100.338,1410.0
18.769,115.973,1380.0
18.779,100.372,1410.0
18.789,100.338,1410.0
18.799,100.304,1410.0
18.809,115.939,1380.0
18.819,100.338,1410.0
18.829,115.973,1380.0
18.839,100.372,1410.0
18.849,100.338,1410.0
18.86,115.973,1380.0
18.869,100.372,1410.0
18.879,100.338,1410.0
18.889,115.973,1380.0
18.899,100.372,1410.0
18.909,116.007,1380.0
18.919,100.406,1410.0
18.929,100.372,1410.0
18.939,100.338,1410.0
18.949,100.304,1410.0
18.959,115.939,1380.0
18.969,100.338,1410.0
18.979,115.973,1380.0
18.989,100.372,1410.0
18.999,116.007,1380.0
19.009,100.406,1410.0
19.019,100.372,1410.0
19.03,100.338,1410.0
19.039,100.304,1410.0
19.049,115.939,1380.0
19.059,100.338,1410.0
19.069,115.973,1380.0
19.079,100.372,1410.0
19.089,100.338,1410.0
19.099,115.973,1380.0
19.109,100.372,1410.0
19.119,100.338,1410.0
19.129,100.304,1410.0
19.139,115.939,1380.0
19.149,100.338,1410.0
19.159,115.973,1380.0
19.169,100.372,1410.0
19.179,100.338,1410.0
19.189,115.973,1380.0
19.2,100.372,1410.0
19.209,100.338,1410.0
19.219,100.304,1410.0
19.229,100.27,1410.0
19.239,115.905,1380.0
19.249,100.304,1410.0
19.259,115.939,1380.0
19.269,100.338,1410.0
19.279,100.304,1410.0
19.289,100.27,1410.0
19.299,115.905,1380.0
19.309,100.304,1410.0
19.319,100.27,1410.0
19.329,115.905,1380.0
19.339,100.304,1410.0
19.349,115.939,1380.0
19.359,100.338,1410.0
19.369,100.304,1410.0
19.379,100.27,1410.0
19.389,100.236,1410.0
19.399,115.871,1380.0
19.409,100.27,1410.0
19.419,115.905,1380.0
19.429,100.304,1410.0
19.439,100.27,1410.0
19.449,115.905,1380.0
19.459,100.304,1410.0
19.469,100.27,1410.0
19.479,100.236,1410.0
19.489,115.871,1380.0
19.5,100.27,1410.0
19.509,115.905,1380.0
19.519,100.304,1410.0
19.529,100.27,1410.0
19.539,100.236,1410.0
19.549,115.871,1380.0
19.559,100.27,1410.0
19.569,100.236,1410.0
19.579,115.871,1380.0
19.589,115.939,1380.0
19.599,100.338,1410.0
19.609,115.973,1380.0
19.619,100.372,1410.0
19.629,100.338,1410.0
19.639,115.973,1380.0
19.649,116.041,1380.0
19.659,100.44,1410.0
19.67,100.406,1410.0
19.679,116.041,1380.0
19.689,116.109,1380.0
19.699,100.508,1410.0
19.709,100.474,1410.0
19.719,100.441,1410.0
19.729,116.076,1380.0
19.739,100.475,1410.0
19.749,116.11,1380.0
19.759,100.509,1410.0
19.769,100.475,1410.0
19.779,100.441,1410.0
19.789,116.076,1380.0
19.799,100.475,1410.0
19.809,100.441,1410.0
19.819,100.407,1410.0
19.829,116.042,1380.0
19.84,100.441,1410.0
19.849,100.407,1410.0
19.859,100.373,1410.0
19.869,116.008,1380.0
19.879,116.076,1380.0
19.889,100.475,1410.0
19.899,100.441,1410.0
19.909,100.407,1410.0
19.919,116.042,1380.0
19.929,100.441,1410.0
19.939,100.407,1410.0
19.949,116.042,1380.0
19.959,100.441,1410.0
19.969,100.407,1410.0
19.979,100.373,1410.0
19.989,116.008,1380.0
19.999,100.407,1410.0
20.009,116.042,1380.0
20.019,100.441,1410.0
20.029,100.407,1410.0
20.039,100.373,1410.0
20.049,116.008,1380.0
20.059,100.407,1410.0
20.069,100.373,1410.0
20.079,100.339,1410.0
20.089,115.974,1380.0
20.099,100.373,1410.0
20.109,116.008,1380.0
20.119,100.407,1410.0
20.129,100.373,1410.0
20.14,116.008,1380.0
20.149,100.407,1410.0